Recall(X),VGG16(Y),EffNetB0(Y),SwinT(Y)
0.9038076152304608,0.2392287305839831,0.231976004855889,0.3564742290165527
0.9058116232464929,0.23684899010286886,0.23177694432412477,0.3553192362524868
0.907815631262525,0.23446924962175464,0.23157788379236052,0.3541642434884209
0.909819639278557,0.23208950914064042,0.23137882326059628,0.35300925072435496
0.9118236472945891,0.2297097686595262,0.23117976272883203,0.3518542579602891
0.9138276553106212,0.22733002817841197,0.2309807021970678,0.3506992651962232
0.9158316633266532,0.22495028769729772,0.23078164166530354,0.34954427243215724
0.9178356713426853,0.2225705472161835,0.23058258113353933,0.34838927966809136
0.9198396793587174,0.22019080673506927,0.23038352060177508,0.34723428690402547
0.9218436873747494,0.21796165629293937,0.22928764363018275,0.34413520447476775
0.9238476953907815,0.21596358833486856,0.22681558950863928,0.33805288974079667
